CondensedBinary2DGeometry,BandGapLocation,BandGapWidth
1.0001E+12,817.746171,22.52289242
1.0001E+12,882.2909307,16.02186493
1.0001E+12,875.4889531,15.72078215
1.0001E+12,599.7276133,49.33211205
1.0001E+12,1161.532804,10.18366554
1.0001E+12,541.9736574,16.66483715
1.0001E+12,615.295473,95.00722853
1.0001E+12,700.7996057,126.1631301
1.0001E+12,640.7856253,47.51189274
1.0001E+12,639.9074092,195.7531105
1.0001E+12,686.587449,189.152651
1.0001E+12,903.8763102,18.26052964
1.0001E+12,980.4848614,180.573486
1.0001E+12,935.6307646,164.9170007
1.0001E+12,929.5380003,187.0839131
1.0001E+12,860.6728777,65.281718
1.0001E+12,727.5136946,27.39519251
1.0001E+12,704.3154265,51.04573118
1.0001E+12,598.0938041,92.40564102
1.0001E+12,624.9553879,140.5263373
1.0001E+12,685.0818162,147.5238416
1.0001E+12,622.0371525,153.5682026
1.0001E+12,639.4079813,195.4659343
1.0001E+12,679.0542646,211.5834715
1.0001E+12,672.3496314,204.2264279
1.0001E+12,910.1341533,120.4800696
1.0001E+12,905.8870691,134.6914422
1.0001E+12,907.3458184,201.0521483
1.0001E+12,932.9015917,169.9393945
1.0001E+12,931.1475365,180.361763
1.0001E+12,921.5328164,205.1873363
1.0001E+12,957.8683204,32.819075
1.0001E+12,752.0282931,22.43943682
1.0001E+12,707.8990556,29.52011923
1.0001E+12,729.0097451,31.6852976
1.0001E+12,692.7851308,21.4865617
1.0001E+12,687.1608384,23.87097226
1.0001E+12,1242.832529,13.61975069
1.0001E+12,1347.427418,53.83552945
1.00011E+12,864.2658256,36.55629037
1.00011E+12,853.9468434,31.81764839
1.00011E+12,917.5642137,100.8635205
1.00011E+12,919.1221043,128.364656
1.00011E+12,965.1633089,264.1957226
1.00011E+12,834.6722743,28.55335432
1.00011E+12,927.2200375,300.7152954
1.00011E+12,892.0522193,204.1414013
1.00011E+12,1140.551806,54.64716525
1.00011E+12,1226.159867,26.20139579
1.00011E+12,990.7891145,200.1020442
1.00011E+12,954.6598861,268.164518
1.00011E+12,642.4119124,17.0200813
1.00011E+12,971.7954023,280.8951157
1.00011E+12,580.4496264,52.3322514
1.00011E+12,825.201796,51.50315044
1.00011E+12,936.2155763,315.2511546
1.00011E+12,604.281116,29.48694387
1.00011E+12,861.4140901,18.99246142
1.00011E+12,634.7287265,46.1993152
1.00011E+12,903.9465015,92.73831416
1.00011E+12,924.3891267,118.6742635
1.00011E+12,913.70422,151.6360325
1.00011E+12,1024.017888,186.0546393
1.00011E+12,1329.854406,108.250558
1.00011E+12,1333.926017,125.1833822
1.00011E+12,1054.732753,129.8879922
1.00011E+12,1089.868183,15.78196365
1.00011E+12,1182.315521,33.56927982
1.00011E+12,987.9424388,236.5023688
1.00011E+12,1054.540327,11.21787488
1.00011E+12,934.1211709,86.58036041
1.00011E+12,1034.023248,68.22535784
1.00011E+12,1409.824776,10.45338478
1.00011E+12,731.4930457,11.11663802
1.00011E+12,1236.111586,21.06757225
1.00011E+12,1227.892276,15.99591007
1.00011E+12,1124.809977,12.55136159
1.00011E+12,1246.6026,43.51363127
1.00011E+12,950.7675352,116.7077708
1.00011E+12,777.3814833,21.06014451
1.00011E+12,1203.306801,11.77924957
1.00011E+12,1282.735946,25.80967372
1.00011E+12,1228.102348,21.44940609
1.00011E+12,1224.593694,15.65677977
1.00011E+12,1253.249576,48.90634347
1.00011E+12,1295.521609,21.04317652
1.00011E+12,1242.547227,36.31153279
1.001E+12,596.1399543,25.67213175
1.001E+12,595.0502856,53.61685377
1.001E+12,566.1223163,17.00005538
1.001E+12,626.9506113,167.0479132
1.001E+12,447.0122906,39.95210332
1.001E+12,587.8063403,10.90770892
1.001E+12,592.0366222,74.90820428
1.001E+12,598.5921184,87.38826565
1.001E+12,581.0257551,29.76237713
1.001E+12,652.9263195,217.3831437
1.001E+12,663.3848272,232.271205
1.001E+12,708.641113,66.20980124
1.001E+12,703.3134108,63.86074676
1.001E+12,618.9572382,14.02449639
1.001E+12,819.2272345,63.94076359
1.001E+12,834.1177965,51.98549295
1.001E+12,972.9446097,36.76485941
1.001E+12,544.5385945,10.67963884
1.001E+12,508.0836741,17.48498132
1.001E+12,496.7815426,67.28274828
1.001E+12,618.555707,99.03827328
1.001E+12,499.6688405,34.9979098
1.001E+12,474.8939247,42.31310058
1.001E+12,464.5213833,71.32569098
1.001E+12,608.3002443,117.6733226
1.001E+12,678.3612066,244.6209605
1.001E+12,452.0489035,22.54151539
1.001E+12,564.6021187,103.8885943
1.001E+12,757.2791227,418.8949213
1.001E+12,772.4672314,457.5044029
1.001E+12,780.4124003,476.7736623
1.001E+12,693.235299,46.97925856
1.001E+12,686.5129554,48.94370738
1.001E+12,576.0385286,18.73950545
1.001E+12,731.5243468,112.0980448
1.001E+12,716.8049956,143.7280443
1.001E+12,711.4728743,141.6493051
1.001E+12,846.3942876,54.43473194
1.001E+12,1636.26454,81.81343651
1.001E+12,563.3290267,15.51473761
1.001E+12,743.2617407,340.3959096
1.001E+12,495.1533077,62.49757013
1.001E+12,630.8362979,153.3481654
1.001E+12,648.6135444,205.3736647
1.001E+12,481.5253774,32.87061364
1.001E+12,469.1948499,53.8805834
1.001E+12,919.7191579,168.703574
1.001E+12,648.406678,69.11215611
1.001E+12,789.4994925,402.0821594
1.001E+12,886.1655662,655.6862729
1.001E+12,649.2622772,145.2318709
1.001E+12,669.9368545,196.3239548
1.001E+12,891.7624038,714.9769471
1.001E+12,905.8093143,747.5668033
1.001E+12,722.1492853,111.6826172
1.001E+12,719.6356956,113.5095195
1.001E+12,678.0512877,71.25262748
1.001E+12,679.6883386,119.6709208
1.001E+12,720.2974123,200.2425725
1.001E+12,717.5887715,200.2101534
1.001E+12,1067.851051,68.1259719
1.001E+12,1191.113947,270.3243376
1.001E+12,1881.167892,247.4421468
1.001E+12,498.2508185,15.54465936
1.001E+12,482.3490414,32.83495848
1.001E+12,478.3517579,73.15289718
1.001E+12,713.7251941,353.6918046
1.001E+12,480.6234063,33.03471086
1.001E+12,464.5069539,42.1179307
1.001E+12,453.8356554,60.03605421
1.001E+12,903.408824,186.8468964
1.001E+12,828.1701482,572.1389211
1.001E+12,818.7053695,504.9534118
1.001E+12,895.1512498,696.0483343
1.001E+12,751.248999,385.0986842
1.001E+12,894.0943708,718.8969497
1.001E+12,899.7467818,754.0692492
1.001E+12,908.894604,776.0699876
1.001E+12,688.310971,89.6607082
1.001E+12,711.1964385,136.7672453
1.001E+12,709.8781694,139.9932872
1.001E+12,723.0187721,201.0487551
1.001E+12,719.9967928,200.9979811
1.001E+12,711.9945195,219.5229988
1.001E+12,709.3540022,219.1907705
1.001E+12,960.0455828,28.11801312
1.001E+12,1129.296419,73.72774387
1.001E+12,1220.811426,243.0442956
1.001E+12,1232.111336,12.89197673
1.001E+12,1991.913432,470.1278316
1.00101E+12,581.482355,46.98378329
1.00101E+12,585.0620408,72.66882611
1.00101E+12,894.4719837,113.6895868
1.00101E+12,631.8934557,26.20966901
1.00101E+12,816.6025855,473.5829412
1.00101E+12,824.6907295,497.3486339
1.00101E+12,921.0730505,80.7610217
1.00101E+12,958.0559042,63.90976601
1.00101E+12,645.9794136,83.52469741
1.00101E+12,665.4809594,130.1236436
1.00101E+12,884.7385058,174.6463779
1.00101E+12,604.5645224,20.92003857
1.00101E+12,794.532169,527.1442054
1.00101E+12,897.8192542,700.7768891
1.00101E+12,1203.840998,144.9148767
1.00101E+12,1225.631853,51.21458945
1.00101E+12,1239.878643,90.33923577
1.00101E+12,1312.733386,78.74114212
1.00101E+12,1266.717838,183.4917985
1.00101E+12,1363.096043,23.28457998
1.00101E+12,621.0956822,90.55085501
1.00101E+12,694.9884276,254.2939034
1.00101E+12,498.5593425,35.25778785
1.00101E+12,713.3314552,245.9427729
1.00101E+12,864.6085347,576.4079037
1.00101E+12,887.1045843,639.7559966
1.00101E+12,895.3332596,673.2462171
1.00101E+12,917.6649968,123.8043598
1.00101E+12,621.1824108,141.3539467
1.00101E+12,781.2611752,407.2800867
1.00101E+12,861.8270065,548.2484716
1.00101E+12,670.6602481,249.4394082
1.00101E+12,844.5966915,627.4462781
1.00101E+12,933.2767131,790.7918607
1.00101E+12,944.8070957,822.8666324
1.00101E+12,1365.396999,22.74679786
1.00101E+12,1377.726138,58.49807385
1.00101E+12,1368.643721,44.84224916
1.00101E+12,1281.972861,100.2247867
1.00101E+12,746.9069869,10.48006579
1.00101E+12,1157.047432,120.7634665
1.00101E+12,1382.654961,21.93904377
1.00101E+12,1391.690647,10.30437489
1.00101E+12,538.1183259,29.73907822
1.00101E+12,714.2082813,290.0176679
1.00101E+12,768.9664696,423.4325
1.00101E+12,642.4650915,115.8052736
1.00101E+12,664.2085693,163.8228381
1.00101E+12,913.509571,733.3134286
1.00101E+12,936.7316715,793.0986244
1.00101E+12,589.1309618,30.65890764
1.00101E+12,596.4698611,132.238222
1.00101E+12,804.8677987,471.0158231
1.00101E+12,944.2964575,813.32977
1.00101E+12,644.4868001,171.3654142
1.00101E+12,663.868344,213.4303916
1.00101E+12,931.5858126,818.2929749
1.00101E+12,955.4810237,880.7389932
1.00101E+12,991.8440861,11.76570023
1.00101E+12,1515.654646,84.59446332
1.00101E+12,1388.469081,44.58574902
1.00101E+12,1414.408859,75.7285561
1.00101E+12,1532.006184,14.78727704
1.00101E+12,1431.728272,50.07113303
1.00101E+12,1136.564828,16.99823096
1.00101E+12,658.2427775,192.3998839
1.00101E+12,756.6717509,394.5793322
1.00101E+12,803.1173411,521.6481788
1.00101E+12,728.5993899,313.8094878
1.00101E+12,902.6276621,713.3513422
1.00101E+12,926.0820573,782.5862849
1.00101E+12,940.6064822,824.3175679
1.00101E+12,584.1351388,70.71699125
1.00101E+12,833.5899979,607.9181864
1.00101E+12,824.9130461,540.3975261
1.00101E+12,952.4168706,850.1310601
1.00101E+12,788.6886374,478.0432194
1.00101E+12,935.4463803,829.6681603
1.00101E+12,946.6117168,874.0215155
1.00101E+12,959.7261971,903.1605256
1.00101E+12,1072.970691,32.11453936
1.00101E+12,1506.742239,110.7282528
1.00101E+12,1507.310796,100.393671
1.00101E+12,1420.393403,80.03633409
1.00101E+12,1418.118765,76.77128061
1.00101E+12,1427.704744,13.35562489
1.00101E+12,1443.402476,32.96062991
1.00101E+12,1584.759291,34.70850212
1.00101E+12,2187.169172,239.6053319
1.0011E+12,555.3600443,17.26594994
1.0011E+12,556.1683261,28.65900825
1.0011E+12,605.9783143,111.2344519
1.0011E+12,607.71041,119.2411225
1.0011E+12,943.7678909,26.75864766
1.0011E+12,909.4012592,168.4722308
1.0011E+12,892.7193146,120.4078475
1.0011E+12,864.9843879,46.51798321
1.0011E+12,874.0097969,68.55068982
1.0011E+12,900.0245615,88.71918485
1.0011E+12,876.6849248,27.43923513
1.0011E+12,966.993482,47.10704813
1.0011E+12,818.969646,25.68772194
1.0011E+12,978.6208579,170.2201638
1.0011E+12,928.687084,154.5848759
1.0011E+12,1125.955433,33.31567037
1.0011E+12,1129.336022,45.12741085
1.0011E+12,633.8915905,25.79346564
1.0011E+12,661.9217382,130.7323675
1.0011E+12,496.7160237,16.24896123
1.0011E+12,634.7307486,52.18306922
1.0011E+12,690.8105163,201.0484991
1.0011E+12,677.0280573,235.5966801
1.0011E+12,689.2221112,251.9585809
1.0011E+12,999.9914249,16.91543405
1.0011E+12,886.121247,128.1718299
1.0011E+12,991.7877451,245.3692651
1.0011E+12,1000.565861,290.3635997
1.0011E+12,846.3942876,54.43473194
1.0011E+12,960.4609471,31.72311384
1.0011E+12,909.9093501,66.24152789
1.0011E+12,954.1352613,152.7990831
1.0011E+12,1021.145957,77.92891871
1.0011E+12,1010.573539,75.41250386
1.0011E+12,719.1834585,12.36256245
1.0011E+12,898.175905,18.96817392
1.0011E+12,1019.978372,20.27011906
1.0011E+12,1342.956134,12.59788445
1.0011E+12,701.3877931,181.3151446
1.0011E+12,707.9484866,245.900374
1.0011E+12,637.5043911,93.81074991
1.0011E+12,645.7186206,134.5096587
1.0011E+12,732.7594398,327.3926258
1.0011E+12,742.9087568,332.5610417
1.0011E+12,907.6329061,89.96090941
1.0011E+12,1005.810311,418.8870148
1.0011E+12,1060.077748,374.4242568
1.0011E+12,1148.627384,594.7032476
1.0011E+12,835.9549801,58.30087018
1.0011E+12,1061.910392,96.54110566
1.0011E+12,728.8729909,27.69292369
1.0011E+12,725.8932433,28.16322603
1.0011E+12,1337.733277,164.2392058
1.0011E+12,1023.140808,147.0649912
1.0011E+12,880.5568698,11.98460199
1.0011E+12,1440.238063,76.71655816
1.0011E+12,650.7994199,102.8891624
1.0011E+12,701.108355,238.4377515
1.0011E+12,706.6864059,287.9743665
1.0011E+12,711.2643187,239.7666384
1.0011E+12,731.1902937,326.5270024
1.0011E+12,732.0114878,349.7345835
1.0011E+12,735.5043484,347.5772429
1.0011E+12,904.0749089,145.5110298
1.0011E+12,947.6849022,208.2989186
1.0011E+12,1132.039358,582.3747027
1.0011E+12,1496.284916,28.36639416
1.0011E+12,1047.227429,379.4952095
1.0011E+12,1151.129519,593.7671726
1.0011E+12,1146.780429,631.0792239
1.0011E+12,807.2408026,27.79497269
1.0011E+12,928.054242,52.14941864
1.0011E+12,722.5074263,18.57932994
1.0011E+12,720.5551202,16.31251668
1.0011E+12,730.873032,27.61549517
1.0011E+12,727.6294271,28.70987059
1.0011E+12,718.4437605,49.60475434
1.0011E+12,715.5153855,49.64056462
1.0011E+12,1362.226498,128.022802
1.0011E+12,1551.608649,33.38159927
1.0011E+12,1312.932951,149.7882252
1.0011E+12,1463.703334,41.57506715
1.0011E+12,1465.027783,46.01566693
1.00111E+12,937.734208,163.6396803
1.00111E+12,931.8316891,101.6843591
1.00111E+12,938.4518829,32.62521889
1.00111E+12,970.2520339,19.57959208
1.00111E+12,1138.594584,94.27762653
1.00111E+12,1342.256473,57.8528604
1.00111E+12,1345.468088,152.6146455
1.00111E+12,1288.722867,156.0195741
1.00111E+12,1334.39358,117.3033758
1.00111E+12,1343.994851,242.7048916
1.00111E+12,1289.188181,122.1961453
1.00111E+12,1372.010586,220.5956554
1.00111E+12,1340.406378,304.0750294
1.00111E+12,1400.785619,27.48580027
1.00111E+12,917.6649969,123.80436
1.00111E+12,1104.37737,130.9643293
1.00111E+12,842.59138,32.69297091
1.00111E+12,1086.171055,232.0502849
1.00111E+12,1179.182085,42.4351403
1.00111E+12,1225.131212,18.07266892
1.00111E+12,1214.284401,100.1710776
1.00111E+12,1111.975704,13.65972239
1.00111E+12,1389.744595,112.392876
1.00111E+12,1378.799496,157.1491225
1.00111E+12,1281.972861,100.2247867
1.00111E+12,1448.336225,20.14214043
1.00111E+12,1342.11028,201.7103138
1.00111E+12,1230.390551,29.6871512
1.00111E+12,1508.950857,12.24130393
1.00111E+12,593.7574319,10.61331976
1.00111E+12,601.2237544,34.88717342
1.00111E+12,976.946298,98.33460234
1.00111E+12,1040.059503,71.86127273
1.00111E+12,908.1557624,10.68083338
1.00111E+12,1381.318716,12.4701123
1.00111E+12,1258.153452,11.72611671
1.00111E+12,1040.195886,13.0074128
1.00111E+12,1378.663896,59.25160881
1.00111E+12,1867.901143,262.9850349
1.00111E+12,858.5447504,17.08382247
1.00111E+12,1626.641292,31.61505722
1.00111E+12,1190.886251,14.70765943
1.00111E+12,1501.227665,15.50803645
1.00111E+12,1644.448656,11.91873391
1.00111E+12,589.4826901,30.24215891
1.00111E+12,782.2797136,45.09832178
1.00111E+12,1106.405608,44.03787756
1.00111E+12,1139.49933,82.43297874
1.00111E+12,1371.495362,13.69304992
1.00111E+12,1612.60491,49.39600266
1.00111E+12,1554.188432,15.25041957
1.00111E+12,1851.368798,269.7231235
1.00111E+12,970.2954669,15.47897313
1.00111E+12,2023.789946,609.788712
1.00111E+12,850.825488,13.26135956
1.00111E+12,1491.628654,11.29590889
1.00111E+12,1564.439637,23.12960657
1.00111E+12,1221.891997,10.02560397
1.01E+12,626.0541225,18.52638044
1.01E+12,847.7598778,21.38165399
1.01E+12,575.3013466,77.06002661
1.01E+12,572.6309092,89.1519584
1.01E+12,556.8444277,37.79473806
1.01E+12,553.0208584,45.22209035
1.01E+12,566.6988086,16.83832631
1.01E+12,608.1250067,139.6955925
1.01E+12,613.6094417,155.8809681
1.01E+12,697.6284264,48.1980693
1.01E+12,687.8915021,35.76429245
1.01E+12,805.1360902,21.79545882
1.01E+12,560.1730392,35.19503945
1.01E+12,555.476262,53.71374062
1.01E+12,566.443419,43.44750066
1.01E+12,590.6246899,96.73518006
1.01E+12,583.1122269,124.6283901
1.01E+12,423.8759655,24.85912262
1.01E+12,564.1034971,51.76809061
1.01E+12,567.2593332,79.50662043
1.01E+12,567.1248037,90.17360284
1.01E+12,535.9678677,34.13702185
1.01E+12,626.5622263,174.1515891
1.01E+12,630.044709,198.0563378
1.01E+12,629.1860038,205.591354
1.01E+12,710.0490483,73.54490858
1.01E+12,691.0282612,89.71011138
1.01E+12,679.9974552,75.56755932
1.01E+12,913.7784958,13.38815245
1.01E+12,956.9721393,24.03680801
1.01E+12,711.2244792,218.8529001
1.01E+12,520.0994026,57.04066809
1.01E+12,604.0353679,28.98655139
1.01E+12,628.9436088,86.3220481
1.01E+12,900.0366534,648.8453642
1.01E+12,507.6063057,30.04083112
1.01E+12,922.6424811,148.5870742
1.01E+12,634.5230157,40.65811273
1.01E+12,764.102556,311.3002997
1.01E+12,854.8689797,564.0436234
1.01E+12,611.3655184,35.42953503
1.01E+12,636.6690156,89.63397742
1.01E+12,926.9684029,686.2896675
1.01E+12,938.3712864,782.876796
1.01E+12,769.4557258,122.2290811
1.01E+12,768.5362717,123.188113
1.01E+12,745.9680043,82.81597653
1.01E+12,780.925189,79.26823732
1.01E+12,787.3804012,221.8937827
1.01E+12,786.1133573,223.0332205
1.01E+12,983.1536365,58.77305642
1.01E+12,1053.664213,225.000474
1.01E+12,1386.497659,63.08712557
1.01E+12,1354.710756,160.553919
1.01E+12,643.6692806,147.175078
1.01E+12,500.3483322,26.02663802
1.01E+12,510.1104719,55.87926327
1.01E+12,705.3220491,248.8953399
1.01E+12,892.8209581,638.602026
1.01E+12,504.7044484,19.82533987
1.01E+12,493.7208525,39.18095871
1.01E+12,907.255878,171.6157083
1.01E+12,814.7070846,458.8549084
1.01E+12,807.5040601,441.3169275
1.01E+12,872.9156302,621.2393262
1.01E+12,731.1756252,291.8634314
1.01E+12,948.9104321,730.5346194
1.01E+12,947.6973853,800.6066588
1.01E+12,948.214502,831.0245136
1.01E+12,717.4480396,113.6910015
1.01E+12,764.3461632,144.5943399
1.01E+12,765.2211887,149.7051632
1.01E+12,749.6356185,145.5353847
1.01E+12,785.0588852,221.8577223
1.01E+12,783.579484,240.6611582
1.01E+12,781.5935181,240.6150505
1.01E+12,1169.849499,20.5701081
1.01E+12,958.2323963,16.71596706
1.01E+12,1039.133152,106.3141208
1.01E+12,1117.970331,210.4841013
1.01E+12,1207.71161,85.13766643
1.01E+12,1368.537799,138.4175648
1.01E+12,1364.276923,138.4489217
1.01001E+12,709.0973846,31.57951287
1.01001E+12,550.9087488,18.66596649
1.01001E+12,548.2704906,34.65809167
1.01001E+12,870.4992084,79.2458983
1.01001E+12,614.80748,38.15327418
1.01001E+12,828.4191588,475.5182384
1.01001E+12,841.5803868,519.2022809
1.01001E+12,985.3506467,118.3962145
1.01001E+12,1039.823742,138.589565
1.01001E+12,630.6401544,74.78728214
1.01001E+12,639.2171599,97.7605547
1.01001E+12,943.7190426,185.4511302
1.01001E+12,604.0283361,30.3270593
1.01001E+12,837.5076459,560.4599992
1.01001E+12,974.3325476,813.7125777
1.01001E+12,1139.104783,102.9199143
1.01001E+12,1278.380157,436.9580369
1.01001E+12,957.6217634,63.39779559
1.01001E+12,1387.229232,51.88764595
1.01001E+12,784.5246269,13.08377132
1.01001E+12,1577.624386,747.3248297
1.01001E+12,950.9215839,10.79868298
1.01001E+12,558.1658036,31.23587383
1.01001E+12,567.4659318,71.51504687
1.01001E+12,564.9750872,88.187837
1.01001E+12,655.7437095,129.8176572
1.01001E+12,847.5559956,526.2893158
1.01001E+12,874.4836043,607.956879
1.01001E+12,874.0976392,614.9704186
1.01001E+12,950.7675355,116.7077701
1.01001E+12,646.098064,104.6172869
1.01001E+12,641.5511921,125.7019626
1.01001E+12,648.8543502,149.4095315
1.01001E+12,627.0367065,106.1084275
1.01001E+12,835.1558361,561.883853
1.01001E+12,1005.582271,924.3913483
1.01001E+12,1095.008542,1073.646232
1.01001E+12,1073.3149,25.14520478
1.01001E+12,1583.626892,79.19689119
1.01001E+12,939.6059685,121.863637
1.01001E+12,1404.486072,139.0544133
1.01001E+12,1412.508271,156.9001359
1.01001E+12,1814.010015,466.4848816
1.01001E+12,1753.8107,169.8073784
1.01001E+12,1550.200625,185.471899
1.01001E+12,683.4562981,221.6118684
1.01001E+12,717.8966922,299.5251358
1.01001E+12,646.276059,128.9550075
1.01001E+12,667.414363,174.5975515
1.01001E+12,948.9738573,746.233586
1.01001E+12,985.4114487,877.1952759
1.01001E+12,611.5457288,20.10516085
1.01001E+12,617.6963718,120.3868368
1.01001E+12,796.9473233,449.3233685
1.01001E+12,1017.125624,950.7210888
1.01001E+12,699.1390886,273.0154
1.01001E+12,715.3692787,308.0443923
1.01001E+12,927.0091413,791.0392777
1.01001E+12,1208.163883,1342.237621
1.01001E+12,1638.451535,49.76756456
1.01001E+12,1580.899423,247.8237796
1.01001E+12,1701.410091,184.550449
1.01001E+12,1985.25195,142.9613047
1.01001E+12,1549.244827,83.51275461
1.01001E+12,872.3369104,10.05441789
1.01001E+12,1780.113542,383.4645552
1.01001E+12,636.9660057,133.2849181
1.01001E+12,728.8777008,326.8684829
1.01001E+12,755.9723094,400.1247121
1.01001E+12,721.6898872,296.5234576
1.01001E+12,932.4044045,721.3307316
1.01001E+12,1023.90536,912.0465123
1.01001E+12,1040.866485,1010.280883
1.01001E+12,606.7129952,59.18651069
1.01001E+12,853.8865309,598.0833218
1.01001E+12,823.7791875,518.858687
1.01001E+12,1123.391512,1148.348498
1.01001E+12,811.5133368,537.767767
1.01001E+12,988.7491106,915.0826646
1.01001E+12,1134.766355,1190.555151
1.01001E+12,1264.955739,1473.48858
1.01001E+12,928.8562696,42.37844237
1.01001E+12,1647.497478,111.1060998
1.01001E+12,1906.663164,25.62354993
1.01001E+12,1475.419223,10.16857846
1.01001E+12,1631.106721,326.9698022
1.01001E+12,1829.087473,396.8443187
1.01001E+12,1976.802149,119.369735
1.01001E+12,1666.76529,238.2401077
1.01001E+12,1657.350326,219.4968054
1.01001E+12,1687.894346,119.7784948
1.01001E+12,1864.871809,475.3302033
1.0101E+12,939.6803779,234.1841169
1.0101E+12,934.4012328,184.0618771
1.0101E+12,809.5012544,36.90668082
1.0101E+12,633.7960054,32.17522463
1.0101E+12,598.2742479,45.0068876
1.0101E+12,1310.594914,26.77304384
1.0101E+12,1591.278778,36.66209724
1.0101E+12,1291.965838,172.159678
1.0101E+12,1360.726066,445.2686918
1.0101E+12,840.0753172,10.25971763
1.0101E+12,943.3545239,12.24010318
1.0101E+12,802.0378982,101.5289708
1.0101E+12,568.8501169,12.08119491
1.0101E+12,565.5403307,23.88885811
1.0101E+12,652.8404848,36.42150544
1.0101E+12,606.7935304,70.97126988
1.0101E+12,607.3997007,80.74559691
1.0101E+12,812.7807324,10.16719075
1.0101E+12,1013.348906,26.39347567
1.0101E+12,1037.60742,110.1651376
1.0101E+12,1039.073211,119.7686144
1.0101E+12,823.9363575,13.7538612
1.0101E+12,924.1814487,11.11200402
1.0101E+12,1573.277473,19.40320495
1.0101E+12,1617.33344,30.38551175
1.0101E+12,1635.34363,69.75726109
1.0101E+12,923.6666212,206.3145958
1.0101E+12,601.4070798,25.40048869
1.0101E+12,780.3238695,33.64523612
1.0101E+12,856.2035204,15.34593434
1.0101E+12,1204.565665,100.4943772
1.0101E+12,981.6018285,253.7730715
1.0101E+12,969.60413,305.6351959
1.0101E+12,1132.465371,256.5159484
1.0101E+12,1606.246638,29.9026374
1.0101E+12,1205.050513,126.7284992
1.0101E+12,1402.532279,518.7969063
1.0101E+12,1319.029725,40.49603758
1.0101E+12,1331.588186,19.33089607
1.0101E+12,1371.817132,67.94934851
1.0101E+12,1104.342157,19.49610937
1.0101E+12,907.2558781,171.6157081
1.0101E+12,1081.845555,144.3324231
1.0101E+12,880.2829634,17.45764104
1.0101E+12,880.6653332,70.39895496
1.0101E+12,764.2932534,129.7448594
1.0101E+12,985.1587074,239.0445379
1.0101E+12,987.0995082,306.2939178
1.0101E+12,975.2767604,347.1538805
1.0101E+12,1816.436444,17.6418833
1.0101E+12,1125.84129,17.37925267
1.0101E+12,1294.536279,418.9444627
1.0101E+12,1664.126602,220.4806104
1.0101E+12,1245.29903,203.3699771
1.0101E+12,1418.682843,413.7028112
1.0101E+12,1447.634195,645.5774881
1.0101E+12,1169.849499,20.5701081
1.0101E+12,1278.02922,43.67550959
1.0101E+12,1409.962373,73.51493282
1.0101E+12,1297.235621,85.62959266
1.0101E+12,1331.939178,96.72507975
1.0101E+12,1359.256122,111.8450625
1.0101E+12,1912.086014,11.70769358
1.0101E+12,1229.765444,11.6900628
1.01011E+12,582.4005822,69.00140364
1.01011E+12,574.6586903,81.86692408
1.01011E+12,596.630139,49.44223153
1.01011E+12,570.3296761,13.24045715
1.01011E+12,1694.229411,12.20450813
1.01011E+12,1171.859763,12.76076244
1.01011E+12,1052.165135,11.19012824
1.01011E+12,1515.846614,158.2841564
1.01011E+12,1391.668704,50.29956693
1.01011E+12,1705.649952,421.7532061
1.01011E+12,1823.557278,210.5169474
1.01011E+12,1760.333896,62.11352437
1.01011E+12,1776.856258,465.9611697
1.01011E+12,2056.878524,296.8839882
1.01011E+12,584.1787083,60.19470924
1.01011E+12,599.4533756,54.65258127
1.01011E+12,1390.02536,63.11465101
1.01011E+12,1011.01508,34.74249346
1.01011E+12,1192.317715,24.94832938
1.01011E+12,1186.439422,105.8544159
1.01011E+12,1098.427737,12.49298458
1.01011E+12,1521.394563,336.7321913
1.01011E+12,1863.22141,365.0547886
1.01011E+12,1825.90637,146.7449016
1.01011E+12,1866.284179,66.83489374
1.01011E+12,1679.705727,31.02406508
1.01011E+12,1949.013324,587.2246717
1.01011E+12,1797.947942,218.6756729
1.01011E+12,592.7747689,65.45423723
1.01011E+12,594.3758146,62.40986174
1.01011E+12,863.8907775,64.32204029
1.01011E+12,894.1813466,56.92049624
1.01011E+12,1451.592588,27.98408437
1.01011E+12,1403.388936,24.28796137
1.01011E+12,2007.948576,80.00369636
1.01011E+12,1724.884808,474.2362255
1.01011E+12,1684.847688,105.2978319
1.01011E+12,2013.045325,191.1318529
1.01011E+12,1176.482517,24.18662051
1.01011E+12,2303.430349,89.88249951
1.01011E+12,2053.468255,12.08880518
1.01011E+12,1204.413207,27.99444747
1.01011E+12,1270.982738,15.36321178
1.01011E+12,606.7129952,59.18651069
1.01011E+12,772.7958223,29.43888377
1.01011E+12,899.4849538,38.58690213
1.01011E+12,947.6244,41.04616945
1.01011E+12,968.8249638,10.6613163
1.01011E+12,1568.872104,61.04619414
1.01011E+12,1540.118735,122.8025923
1.01011E+12,940.936618,10.43603406
1.01011E+12,1051.292971,11.98331216
1.01011E+12,1754.152116,217.9422522
1.01011E+12,1677.933967,316.1550575
1.01011E+12,1677.735477,12.86074138
1.01011E+12,1722.15671,278.1696705
1.01011E+12,1825.548554,597.3241757
1.01011E+12,1829.087473,396.8443187
1.01011E+12,1953.320695,275.8412073
1.01011E+12,1275.186776,15.09848346
1.01011E+12,1148.511066,12.94806604
1.01011E+12,2187.30724,234.7143081
1.01011E+12,2099.004564,288.6098657
1.01011E+12,2194.592533,14.0808698
1.01011E+12,1233.444672,11.58829258
